Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas,puntos,punto_y_coma,N_sentences,Tipo
DNIElectronico,5.622489959839357,0.6024096385542169,4.016064257028113,14.457831325301205,4.216867469879518,0.40160642570281124,2.0080321285140563,14.257028112449799,11.646586345381525,23.49397590361446,2.8112449799196786,2.0080321285140563,0.0,0.40160642570281124,0.40160642570281124,0.0,0.0,0.20080321285140562,0.0,101.00401606425703,1.8072289156626506,1.0040160642570282,0.0,2.208835341365462,24.9,4.9397590361445785,0.95,0.95,0.0,20,Facil
