Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas/frases,%comas,%puntos,punto_y_coma,date,doble_negacion,partitivos o porcentajes,presente_indicativo,subjuntivo,condicional,nverbseguidos,%puntuacion,Tipo
16_guia_actividad_fisica,10.874704491725769,1.103230890464933,0.0,18.83372734436564,7.013396375098503,0.31520882584712373,1.024428684003152,12.923561859732072,12.135539795114264,20.094562647754138,13.790386130811664,4.885736800630418,0.0,2.9156816390858946,1.024428684003152,0.2364066193853428,0.39401103230890466,0.0,81.95429472025216,3.8613081166272654,0.39401103230890466,0.0,2.9156816390858946,24.88235294117647,4.515366430260047,0.9411764705882353,3.7825059101654848,3.6249014972419227,0.2364066193853428,0.0,0.15760441292356187,0.0,7.171000788022065,1.4972419227738376,0.4728132387706856,6.77698975571316,12.135539795114264,Dificil
IMEX_GUIA_DE_RECURSOS,12.623985572587918,0.9918845807033363,0.0,7.93507664562669,2.073940486925158,0.3606853020739405,1.442741208295762,15.689810640216411,15.87015329125338,29.75653742110009,21.190261496844002,6.4923354373309285,0.0,0.6311992786293958,2.3444544634806133,0.0,0.0,0.0,74.12082957619477,2.975653742110009,1.7132551848512174,0.0,2.434625788999098,31.685714285714287,5.266005410279531,1.6285714285714286,5.139765554553652,3.1559963931469794,0.0,0.18034265103697025,0.0,0.0,2.254283137962128,1.3525698827772767,0.0,0.721370604147881,14.42741208295762,Dificil
guia-monfrague_tcm30-66975,6.620209059233449,0.34843205574912894,0.5226480836236934,9.40766550522648,0.7839721254355401,0.2613240418118467,2.264808362369338,12.89198606271777,13.763066202090592,27.526132404181183,28.658536585365855,4.965156794425087,0.0,0.9581881533101045,1.916376306620209,0.0,1.480836236933798,0.0,62.45644599303136,4.70383275261324,4.181184668989547,0.0,1.7421602787456445,29.435897435897434,5.243031358885017,1.6666666666666667,5.662020905923345,3.3101045296167246,0.17421602787456447,1.7421602787456445,0.0,0.0,3.745644599303136,1.2195121951219512,0.08710801393728224,1.3937282229965158,16.637630662020907,Dificil
guia_autoayuda_para_manejar_las_emociones,9.180035650623886,1.8716577540106951,0.0,15.240641711229946,4.09982174688057,0.8021390374331551,2.1390374331550803,13.992869875222816,12.29946524064171,21.033868092691623,13.903743315508022,9.536541889483066,0.0,3.4759358288770055,1.0695187165775402,0.08912655971479501,0.44563279857397503,0.0,81.72905525846703,3.4759358288770055,0.8912655971479501,0.0,2.406417112299465,32.05714285714286,5.180926916221034,2.257142857142857,7.040998217468806,3.0303030303030303,0.08912655971479501,0.0,0.0,0.0,7.1301247771836005,0.8021390374331551,0.0,5.704099821746881,12.032085561497325,Dificil
Reconocimiento,5.788423153692615,0.7984031936127745,0.0,10.179640718562874,2.395209580838323,0.0,2.7944111776447107,14.770459081836327,16.56686626746507,25.94810379241517,24.151696606786427,8.183632734530939,0.0,1.596806387225549,1.996007984031936,0.0,2.1956087824351296,0.0,70.85828343313374,4.590818363273453,0.3992015968063872,0.5988023952095808,3.3932135728542914,23.857142857142858,5.554890219560878,1.1428571428571428,4.790419161676646,3.7924151696606785,0.0,0.5988023952095808,0.0,0.0,1.596806387225549,1.3972055888223553,0.0,3.592814371257485,15.169660678642714,Dificil
BOE-A-1978-31229-consolidado,17.73109243697479,0.9243697478991597,0.0,9.159663865546218,2.1848739495798317,0.42016806722689076,0.8403361344537815,18.403361344537814,12.6890756302521,24.873949579831933,16.30252100840336,7.394957983193278,0.0,0.6722689075630253,0.0,0.0,3.361344537815126,0.0,80.4201680672269,3.0252100840336134,0.25210084033613445,0.0,2.1848739495798317,15.063291139240507,4.919327731092437,0.6075949367088608,4.033613445378151,6.638655462184874,0.08403361344537816,0.0,0.0,0.0,3.277310924369748,0.8403361344537815,0.0,2.857142857142857,10.840336134453782,Dificil
Guia_afectividad,13.060897435897436,0.40064102564102566,0.0,14.262820512820513,4.006410256410256,0.40064102564102566,1.5224358974358974,14.102564102564102,14.342948717948717,23.557692307692307,14.022435897435898,6.410256410256411,0.0,2.4038461538461537,0.32051282051282054,0.0,1.1217948717948718,0.0,82.29166666666667,1.8429487179487178,1.8429487179487178,0.0,3.28525641025641,32.8421052631579,4.493589743589744,1.6842105263157894,5.128205128205129,3.0448717948717947,0.08012820512820513,0.0,0.08012820512820513,0.0,5.769230769230769,0.8814102564102564,0.32051282051282054,4.647435897435898,10.977564102564102,Dificil
DONQUIJOTE_PARTE1,8.641975308641975,0.23148148148148148,0.0,13.811728395061728,2.3919753086419755,0.38580246913580246,1.7746913580246915,12.962962962962964,13.194444444444445,20.29320987654321,14.274691358024691,2.006172839506173,0.0,4.938271604938271,0.46296296296296297,0.07716049382716049,0.07716049382716049,0.0,76.31172839506173,6.481481481481482,2.932098765432099,0.0,2.7777777777777777,64.8,4.176697530864198,5.6,8.641975308641975,1.5432098765432098,1.1574074074074074,0.07716049382716049,0.23148148148148148,0.0,1.5432098765432098,0.9259259259259259,0.07716049382716049,2.4691358024691357,12.191358024691358,Dificil
cuadernillo_parlamento,8.861859252823631,0.6081668114682884,0.0,9.817549956559514,1.0425716768027802,0.08688097306689835,1.9982623805386621,18.505647263249347,14.76976542137272,23.19721980886186,20.938314509122502,4.5178105994787146,0.0,1.737619461337967,1.0425716768027802,0.0,1.0425716768027802,0.0,75.49956559513467,3.1277150304083405,0.43440486533449174,0.6950477845351868,1.6507384882710687,30.289473684210527,5.054735013032146,1.5526315789473684,5.125977410947002,3.214596003475239,0.08688097306689835,1.6507384882710687,0.0,0.26064291920069504,2.4326672458731537,0.5212858384013901,0.1737619461337967,1.5638575152041703,12.684622067767158,Dificil
Juan-Tenorio,11.296162201303403,0.0,0.0,15.56842867487328,2.0999275887038378,0.07241129616220131,1.0137581462708183,9.920347574221578,6.879073135409124,23.099203475742215,30.774800868935554,0.724112961622013,0.0,4.706734250543085,0.0,0.07241129616220131,1.0861694424330195,0.0,63.64952932657494,4.272266473569877,1.3034033309196236,0.0,2.389572773352643,11.227642276422765,4.057204923968139,0.3821138211382114,3.4033309196234613,6.7342505430847215,0.0,0.07241129616220131,0.14482259232440262,0.0,9.703113685734975,0.5792903692976105,0.07241129616220131,4.344677769732078,21.216509775524983,Dificil
