Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,imperative_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios_mente,Por_Adverbios,Por_Simbolos,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas/frases,%comas,%puntos,punto_y_coma,date,doble_negacion,partitivos o porcentajes,presente_indicativo,subjuntivo,condicional,nverbseguidos,%puntuacion,%etc,%mayus_no_sigla,%sin_palabras,Tipo
16_guia_actividad_fisica,11.741528762805359,1.103230890464933,0.0,18.83372734436564,7.013396375098503,0.31520882584712373,1.024428684003152,0.7092198581560284,12.923561859732072,12.135539795114264,20.094562647754138,13.790386130811664,4.885736800630418,0.0,0.4728132387706856,2.9156816390858946,1.024428684003152,0.2364066193853428,0.39401103230890466,0.0,85.1063829787234,0.7092198581560284,0.39401103230890466,0.0,2.9156816390858946,24.88235294117647,4.515366430260047,0.9411764705882353,3.7825059101654848,3.6249014972419227,0.2364066193853428,0.0,0.15760441292356187,0.0,7.171000788022065,1.4972419227738376,0.4728132387706856,6.77698975571316,12.135539795114264,0.0,0.0,31.171548117154813,Dificil
IMEX_GUIA_DE_RECURSOS,13.320274240940254,1.0773751224289911,0.0979431929480901,7.639569049951028,2.1547502448579823,0.3917727717923604,1.5670910871694417,0.0979431929480901,16.944172380019587,16.65034280117532,29.676787463271303,17.62977473065622,7.835455435847209,0.0,0.2938295788442703,0.6856023506366308,2.546523016650343,0.0,0.0,0.0,81.48873653281098,0.7835455435847208,0.0979431929480901,0.0,2.546523016650343,29.17142857142857,5.694417238001959,1.6285714285714286,5.5827619980411365,3.4280117531831538,0.0,0.1958863858961802,0.0,0.0,1.6650342801175317,1.5670910871694417,0.0,0.9794319294809011,11.949069539666993,0.0,0.0,32.85024154589372,Dificil
guia-monfrague_tcm30-66975,9.774436090225564,0.37593984962406013,1.4097744360902256,8.834586466165414,0.7518796992481203,0.37593984962406013,2.537593984962406,0.0,13.721804511278195,14.56766917293233,26.973684210526315,25.093984962406015,6.203007518796992,0.0,0.37593984962406013,1.0338345864661653,2.0676691729323307,0.0,1.5977443609022557,0.0,71.8984962406015,0.9398496240601504,2.0676691729323307,0.0,1.8796992481203008,27.28205128205128,5.6268796992481205,1.6666666666666667,6.109022556390977,3.5714285714285716,0.18796992481203006,1.8796992481203008,0.0,0.0,3.3834586466165413,0.7518796992481203,0.09398496240601503,0.9398496240601504,14.285714285714286,0.0,0.18796992481203006,20.883534136546185,Dificil
guia_autoayuda_para_manejar_las_emociones,11.05169340463458,1.8716577540106951,0.0,15.240641711229946,4.09982174688057,0.8021390374331551,2.1390374331550803,0.0,13.992869875222816,12.29946524064171,21.033868092691623,13.903743315508022,9.536541889483066,0.0,0.5347593582887701,3.4759358288770055,0.8912655971479501,0.08912655971479501,0.44563279857397503,0.0,84.1354723707665,1.0695187165775402,0.8912655971479501,0.0,2.406417112299465,32.05714285714286,5.180926916221034,2.257142857142857,7.040998217468806,3.0303030303030303,0.08912655971479501,0.0,0.0,0.0,7.1301247771836005,0.8021390374331551,0.0,5.704099821746881,12.032085561497325,0.17825311942959002,0.0,27.678571428571427,Dificil
Reconocimiento,8.974358974358974,1.0683760683760684,0.21367521367521367,10.683760683760683,2.3504273504273505,0.0,2.9914529914529915,0.21367521367521367,15.17094017094017,16.666666666666668,25.854700854700855,22.64957264957265,7.264957264957265,0.0,0.42735042735042733,1.7094017094017093,2.1367521367521367,0.0,2.3504273504273505,0.0,76.4957264957265,0.42735042735042733,0.42735042735042733,0.6410256410256411,3.6324786324786325,24.63157894736842,5.177350427350428,1.263157894736842,5.128205128205129,3.8461538461538463,0.0,0.21367521367521367,0.0,0.0,1.7094017094017093,1.4957264957264957,0.0,3.8461538461538463,14.743589743589743,0.0,0.0,16.93548387096774,Dificil
BOE-A-1978-31229-consolidado,13.215488215488216,0.9259259259259259,0.0,9.175084175084175,2.1885521885521886,0.4208754208754209,0.8417508417508418,0.25252525252525254,18.434343434343436,12.710437710437711,24.83164983164983,16.161616161616163,7.407407407407407,0.0,0.08417508417508418,0.6734006734006734,0.0,0.0,3.282828282828283,0.0,82.82828282828282,0.7575757575757576,0.25252525252525254,0.0,2.1885521885521886,15.037974683544304,4.921717171717172,0.6075949367088608,4.040404040404041,6.64983164983165,0.08417508417508418,0.0,0.0,0.0,3.282828282828283,0.8417508417508418,0.0,2.861952861952862,10.858585858585858,0.0,0.0,35.52036199095023,Dificil
Guia_afectividad,13.14102564102564,0.40064102564102566,0.0,14.262820512820513,4.006410256410256,0.40064102564102566,1.5224358974358974,0.0,14.102564102564102,14.342948717948717,23.557692307692307,14.022435897435898,6.410256410256411,0.0,0.2403846153846154,2.4038461538461537,0.32051282051282054,0.0,1.1217948717948718,0.0,83.49358974358974,0.6410256410256411,1.8429487179487178,0.0,3.28525641025641,32.8421052631579,4.493589743589744,1.6842105263157894,5.128205128205129,3.0448717948717947,0.08012820512820513,0.0,0.08012820512820513,0.0,5.769230769230769,0.8814102564102564,0.32051282051282054,4.647435897435898,10.977564102564102,0.0,0.0,34.526315789473685,Dificil
DONQUIJOTE_PARTE1,10.990712074303406,0.23219814241486067,0.0,13.854489164086687,2.3993808049535605,0.38699690402476783,1.7801857585139318,0.0,13.003095975232197,13.235294117647058,20.046439628482972,14.009287925696594,1.8575851393188854,0.0,0.07739938080495357,4.953560371517028,0.46439628482972134,0.07739938080495357,0.07739938080495357,0.0,80.3405572755418,2.708978328173375,2.9411764705882355,0.0,2.7863777089783284,64.6,4.113777089783282,5.6,8.6687306501548,1.5479876160990713,1.1609907120743035,0.07739938080495357,0.23219814241486067,0.0,1.5479876160990713,0.9287925696594427,0.07739938080495357,2.476780185758514,12.229102167182663,0.0,0.0,26.69172932330827,Dificil
cuadernillo_parlamento,11.03388357949609,0.6081668114682884,0.0,9.817549956559514,1.0425716768027802,0.08688097306689835,1.9982623805386621,0.1737619461337967,18.505647263249347,14.76976542137272,23.19721980886186,20.938314509122502,4.5178105994787146,0.0,0.08688097306689835,1.737619461337967,1.0425716768027802,0.0,1.0425716768027802,0.0,77.84535186794092,0.7819287576020851,0.43440486533449174,0.6950477845351868,1.6507384882710687,30.289473684210527,5.054735013032146,1.5526315789473684,5.125977410947002,3.214596003475239,0.08688097306689835,1.6507384882710687,0.0,0.26064291920069504,2.4326672458731537,0.5212858384013901,0.1737619461337967,1.5638575152041703,12.684622067767158,0.0,0.0,25.60483870967742,Dificil
Juan-Tenorio,10.716871832005793,0.0,0.0,15.56842867487328,2.0999275887038378,0.07241129616220131,1.0137581462708183,0.3620564808110065,9.920347574221578,6.879073135409124,23.099203475742215,30.774800868935554,0.724112961622013,0.0,0.0,4.706734250543085,0.0,0.07241129616220131,1.0861694424330195,0.0,67.27009413468501,0.6517016654598118,1.3034033309196236,0.0,2.389572773352643,11.227642276422765,4.057204923968139,0.3821138211382114,3.4033309196234613,6.7342505430847215,0.0,0.07241129616220131,0.14482259232440262,0.0,9.703113685734975,0.5792903692976105,0.07241129616220131,4.344677769732078,21.216509775524983,0.0,0.0,29.718875502008032,Dificil
