Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas/frases,puntos,punto_y_coma,N_sentences,N_Puntos,date,Tipo
SolicitarInformeVidaLaboralGeneralH,10.144927536231885,1.0869565217391304,0.0,14.492753623188406,3.9855072463768115,0.7246376811594203,2.536231884057971,14.492753623188406,15.579710144927537,23.18840579710145,2.898550724637681,1.0869565217391304,0.0,0.0,0.36231884057971014,0.0,0.0,0.0,87.31884057971014,2.1739130434782608,1.0869565217391304,0.0,2.1739130434782608,23.0,4.807971014492754,0.5833333333333334,4.3478260869565215,0.0,12,12,0.0,Dificil
InscribirseGarantiaJuvenilH,7.751937984496124,2.842377260981912,0.0,13.695090439276486,5.426356589147287,0.5167958656330749,2.842377260981912,14.470284237726098,17.31266149870801,24.031007751937985,2.5839793281653747,2.0671834625322996,0.0,0.0,0.0,0.0,0.5167958656330749,0.0,98.70801033591731,0.0,1.2919896640826873,0.0,2.842377260981912,25.8,4.906976744186046,0.8,3.10077519379845,0.0,12,15,0.0,Dificil
AyudasDespuesParoH,8.860759493670885,1.4240506329113924,0.0,9.968354430379748,2.2151898734177213,0.15822784810126583,2.3734177215189876,16.455696202531644,17.40506329113924,24.20886075949367,1.2658227848101267,1.5822784810126582,0.0,0.15822784810126583,0.9493670886075949,0.0,0.15822784810126583,0.0,80.37974683544304,1.2658227848101267,1.5822784810126582,0.0,2.689873417721519,24.307692307692307,4.715189873417722,1.1923076923076923,4.113924050632911,0.0,26,26,0.0,Dificil
ContratoIndefinidoH,5.217391304347826,1.7391304347826086,0.0,11.304347826086957,3.4782608695652173,0.8695652173913043,0.8695652173913043,14.782608695652174,19.130434782608695,24.347826086956523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.08695652173913,0.8695652173913043,0.8695652173913043,0.0,1.7391304347826086,38.333333333333336,4.730434782608696,2.3333333333333335,2.608695652173913,0.0,3,3,0.0,Dificil
PlanRetornoDobleNacionalidadH,8.745874587458745,0.9900990099009901,0.16501650165016502,13.861386138613861,4.62046204620462,0.0,3.7953795379537953,11.881188118811881,17.986798679867988,23.26732673267327,2.6402640264026402,1.8151815181518152,0.0,0.33003300330033003,0.49504950495049505,0.0,0.0,0.0,125.24752475247524,1.6501650165016502,1.4851485148514851,0.0,1.9801980198019802,27.545454545454547,5.163366336633663,2.090909090909091,2.31023102310231,0.0,14,22,0.0,Dificil
CertificadoFacilH,8.26086956521739,1.0869565217391304,1.6304347826086956,14.565217391304348,4.239130434782608,0.8695652173913043,1.6304347826086956,14.021739130434783,14.23913043478261,24.347826086956523,4.565217391304348,0.43478260869565216,0.0,0.6521739130434783,1.8478260869565217,0.0,1.4130434782608696,0.0,79.67391304347827,1.4130434782608696,0.43478260869565216,0.0,2.5,19.574468085106382,4.589130434782609,0.40425531914893614,4.891304347826087,0.0,45,47,0.0,Dificil
CobrarParoTrabajarTiempoParcialH,5.614035087719298,2.456140350877193,0.7017543859649122,17.54385964912281,6.315789473684211,1.0526315789473684,1.4035087719298245,10.526315789473685,14.385964912280702,17.54385964912281,3.8596491228070176,2.1052631578947367,0.0,0.0,1.0526315789473684,0.0,0.3508771929824561,0.0,85.96491228070175,1.0526315789473684,1.4035087719298245,0.0,4.912280701754386,35.625,4.842105263157895,1.875,2.807017543859649,0.0,8,8,0.7017543859649122,Dificil
CalendarioDelContribuyenteH,10.494021397105097,2.013845185651353,0.645059786028949,5.711139081183134,1.1799874134675896,0.15733165512901195,1.9666456891126494,10.840151038388925,16.661422278162366,21.239773442416613,11.422278162366268,1.4946507237256137,0.0,0.20453115166771554,1.1799874134675896,0.0,8.086847073631215,0.0,72.3096286972939,1.038388923851479,1.2114537444933922,0.09439899307740718,3.870358716173694,26.705882352941178,4.595814977973569,1.726890756302521,3.775959723096287,0.015733165512901194,240,238,0.645059786028949,Dificil
AyudasAlquilerViviendaH,5.2631578947368425,0.0,0.0,3.9473684210526314,1.3157894736842106,0.0,2.6315789473684212,11.18421052631579,19.736842105263158,28.289473684210527,11.18421052631579,1.3157894736842106,0.0,0.0,1.3157894736842106,0.0,3.9473684210526314,0.0,80.92105263157895,0.0,0.0,0.0,5.2631578947368425,38.0,4.8355263157894735,0.0,1.9736842105263157,0.0,3,4,0.0,Dificil
CobrarParoPluriempleoH,3.1578947368421053,2.1052631578947367,2.1052631578947367,14.736842105263158,5.2631578947368425,0.0,2.1052631578947367,14.736842105263158,17.894736842105264,23.157894736842106,3.1578947368421053,2.1052631578947367,0.0,1.0526315789473684,1.0526315789473684,0.0,0.0,0.0,111.57894736842105,2.1052631578947367,0.0,0.0,5.2631578947368425,23.75,6.3578947368421055,0.5,2.1052631578947367,0.0,2,4,0.0,Dificil
CobrarParoReduceJornadaH,4.117647058823529,2.9411764705882355,0.5882352941176471,12.352941176470589,1.7647058823529411,0.0,2.3529411764705883,12.941176470588236,15.294117647058824,20.58823529411765,2.3529411764705883,1.1764705882352942,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,91.17647058823529,0.5882352941176471,0.5882352941176471,0.0,1.1764705882352942,34.0,4.723529411764706,2.0,2.3529411764705883,0.0,4,5,0.0,Dificil
ParoPrimeraVezH,9.495798319327731,3.5294117647058822,0.08403361344537816,9.915966386554622,0.8403361344537815,0.25210084033613445,3.277310924369748,12.184873949579831,17.22689075630252,24.6218487394958,3.7815126050420167,2.5210084033613445,0.0,0.5042016806722689,0.9243697478991597,0.0,0.08403361344537816,0.0,89.24369747899159,1.5126050420168067,0.8403361344537815,0.0,2.9411764705882355,32.16216216216216,5.008403361344538,0.972972972972973,3.1092436974789917,0.0,37,37,0.0,Dificil
CobrarParoEmpezarTrabajarH,8.16,2.72,0.48,13.92,3.04,0.8,1.44,12.64,14.56,22.24,2.24,0.96,0.0,0.0,0.48,0.0,0.48,0.0,89.6,1.12,0.64,0.0,4.0,44.642857142857146,4.7696,2.142857142857143,2.24,0.0,14,14,0.32,Dificil
CoordinacionServiciosAutonomosEmpleoH,4.513064133016627,0.9501187648456056,0.0,4.275534441805226,1.9002375296912113,0.0,1.187648456057007,13.776722090261282,16.389548693586697,28.50356294536817,3.5629453681710213,3.5629453681710213,0.0,0.2375296912114014,3.0878859857482186,0.0,0.0,0.0,91.68646080760095,1.187648456057007,0.4750593824228028,0.0,1.66270783847981,35.083333333333336,5.574821852731591,1.1666666666666667,2.8503562945368173,0.0,12,12,0.0,Dificil
ExpedienteINEMH,4.37956204379562,0.7299270072992701,0.7299270072992701,11.678832116788321,4.37956204379562,0.0,2.9197080291970803,10.94890510948905,18.248175182481752,31.386861313868614,1.4598540145985401,0.0,0.0,0.0,0.7299270072992701,0.0,0.0,0.0,87.5912408759124,0.0,0.7299270072992701,0.0,5.109489051094891,22.833333333333332,4.8321167883211675,1.3333333333333333,4.37956204379562,0.0,6,6,0.0,Dificil
AutocalculoPrestacionesParoH,2.830188679245283,1.4150943396226414,0.0,13.679245283018869,2.830188679245283,0.0,0.9433962264150944,15.09433962264151,13.679245283018869,23.58490566037736,1.4150943396226414,0.4716981132075472,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,90.09433962264151,1.8867924528301887,2.358490566037736,0.0,4.716981132075472,26.5,4.872641509433962,1.25,3.30188679245283,0.0,7,8,0.0,Dificil
QuienesObligadosDeclaracionRentaH,12.309820193637622,2.4896265560165975,0.0,10.096818810511756,2.2130013831258646,0.0,3.18118948824343,11.894882434301522,18.118948824343015,23.374827109266942,3.319502074688797,0.5532503457814661,0.0,0.5532503457814661,0.8298755186721992,0.0,0.6915629322268326,0.0,83.67911479944675,1.6597510373443984,1.2448132780082988,0.0,3.319502074688797,36.15,5.215767634854772,1.5,2.627939142461964,0.0,19,20,0.0,Dificil
TelefonoInformacionSEPEH,2.2435897435897436,1.2820512820512822,0.32051282051282054,3.2051282051282053,1.6025641025641026,0.0,0.32051282051282054,5.448717948717949,25.0,22.435897435897434,15.064102564102564,0.9615384615384616,0.0,0.0,0.9615384615384616,0.0,4.8076923076923075,0.0,80.44871794871794,0.6410256410256411,0.9615384615384616,0.0,7.051282051282051,18.352941176470587,4.4006410256410255,0.17647058823529413,5.128205128205129,0.0,16,17,7.051282051282051,Dificil
DeclaracionDeLaRentaH,0.0,0.0,0.0,17.073170731707318,9.75609756097561,0.0,0.0,7.317073170731708,12.195121951219512,19.51219512195122,7.317073170731708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.8292682926829,0.0,12.195121951219512,0.0,2.4390243902439024,8.2,5.024390243902439,0.0,2.4390243902439024,0.0,1,5,0.0,Dificil
CitaPreviaHaciendaH,10.245310245310245,1.875901875901876,0.5772005772005772,15.728715728715729,5.05050505050505,0.4329004329004329,2.0202020202020203,14.862914862914863,17.46031746031746,21.645021645021647,1.1544011544011543,0.7215007215007215,0.0,0.4329004329004329,0.2886002886002886,0.0,0.1443001443001443,0.0,82.82828282828282,1.443001443001443,0.8658008658008658,2.886002886002886,2.1645021645021645,23.1,4.458874458874459,0.9,4.329004329004329,0.0,30,30,0.0,Dificil
BecasParoH,7.021791767554479,2.6634382566585955,0.0,13.559322033898304,2.179176755447942,0.9685230024213075,3.87409200968523,12.34866828087167,14.043583535108958,23.728813559322035,0.9685230024213075,1.4527845036319613,0.0,0.48426150121065376,0.0,0.0,0.0,0.0,90.79903147699758,1.2106537530266344,0.9685230024213075,0.0,1.694915254237288,41.3,5.322033898305085,1.9,2.4213075060532687,0.0,10,10,0.0,Dificil
SolicitarCertificadoIRPFH,7.15071507150715,0.9900990099009901,1.7601760176017602,13.751375137513751,4.51045104510451,0.11001100110011001,1.4301430143014302,14.521452145214521,14.631463146314632,21.012101210121013,1.9801980198019802,0.6600660066006601,0.0,0.6600660066006601,0.77007700770077,0.0,0.77007700770077,0.0,81.62816281628163,1.7601760176017602,0.44004400440044006,3.74037403740374,1.7601760176017602,27.545454545454547,4.518151815181518,0.8181818181818182,3.6303630363036303,0.0,33,33,0.0,Dificil
RentaAgrariaH,8.724832214765101,1.5659955257270695,0.22371364653243847,12.751677852348994,4.697986577181208,0.22371364653243847,3.131991051454139,14.5413870246085,17.225950782997764,21.700223713646533,4.47427293064877,1.7897091722595078,0.0,0.44742729306487694,0.8948545861297539,0.0,2.0134228187919465,0.0,93.73601789709173,0.22371364653243847,0.8948545861297539,0.0,3.131991051454139,20.318181818181817,5.295302013422819,0.7272727272727273,4.921700223713646,0.0,22,22,0.0,Dificil
AdministraciónPúblicaElectrónicaH,4.393305439330544,0.20920502092050208,0.0,7.7405857740585775,1.6736401673640167,0.6276150627615062,1.8828451882845187,16.10878661087866,15.481171548117155,21.548117154811717,5.439330543933054,3.3472803347280333,0.0,0.41841004184100417,1.2552301255230125,0.0,0.20920502092050208,0.0,96.23430962343096,0.41841004184100417,1.0460251046025104,0.0,1.8828451882845187,31.866666666666667,5.374476987447698,1.5333333333333334,2.928870292887029,0.20920502092050208,14,15,0.0,Dificil
CitaPreviaRenovarDNIPasaporteH,2.7237354085603114,2.7237354085603114,1.556420233463035,14.007782101167315,5.447470817120623,1.1673151750972763,0.38910505836575876,12.45136186770428,14.396887159533074,23.735408560311285,3.501945525291829,1.1673151750972763,0.0,0.38910505836575876,0.0,0.0,1.1673151750972763,0.0,79.76653696498055,1.1673151750972763,1.556420233463035,0.0,1.1673151750972763,17.133333333333333,4.159533073929961,0.4666666666666667,5.447470817120623,0.0,14,15,0.0,Dificil
TelefonosHaciendaAgenciaTributariaH,0.32051282051282054,1.2820512820512822,0.0,2.8846153846153846,0.0,0.0,0.32051282051282054,7.051282051282051,17.94871794871795,16.025641025641026,19.23076923076923,0.9615384615384616,0.0,0.0,5.128205128205129,0.0,15.064102564102564,0.0,74.35897435897436,0.32051282051282054,0.0,0.0,5.769230769230769,17.333333333333332,4.205128205128205,0.4444444444444444,5.128205128205129,0.0,16,18,5.128205128205129,Dificil
CitaPreviaAgenciaTributariaH,10.245310245310245,1.875901875901876,0.5772005772005772,15.728715728715729,5.05050505050505,0.4329004329004329,2.0202020202020203,14.862914862914863,17.46031746031746,21.645021645021647,1.1544011544011543,0.7215007215007215,0.0,0.4329004329004329,0.2886002886002886,0.0,0.1443001443001443,0.0,82.82828282828282,1.443001443001443,0.8658008658008658,2.886002886002886,2.1645021645021645,23.1,4.458874458874459,0.9,4.329004329004329,0.0,30,30,0.0,Dificil
CitaPreviaSanitariaH,1.1695906432748537,2.3391812865497075,1.1695906432748537,11.695906432748538,4.093567251461988,0.0,0.5847953216374269,14.035087719298245,14.619883040935672,25.146198830409357,1.7543859649122806,1.1695906432748537,0.0,0.0,1.1695906432748537,0.0,0.5847953216374269,0.0,80.70175438596492,0.0,1.1695906432748537,0.0,0.5847953216374269,21.375,4.087719298245614,0.625,4.678362573099415,0.0,8,8,0.0,Dificil
CuandoObligatoriaDeclaracionRentaH,12.292817679558011,2.4861878453038675,0.0,9.94475138121547,2.2099447513812156,0.0,3.1767955801104972,11.878453038674033,18.093922651933703,23.480662983425415,3.314917127071823,0.5524861878453039,0.0,0.5524861878453039,0.8287292817679558,0.0,0.6906077348066298,0.0,83.56353591160222,1.6574585635359116,1.2430939226519337,0.0,3.314917127071823,36.2,5.209944751381215,1.5,2.6243093922651934,0.0,19,20,0.0,Dificil
CitaPreviaINEMTelefonoH,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,28.444444444444443,70.66666666666667,0.0,0.0,0.0,0.0,0.0,70.66666666666667,0.0,25.333333333333332,1.7777777777777777,1.7777777777777777,0.0,0.0,225.0,4.053333333333334,0.0,0.0,0.0,0,1,0.0,Dificil
AnularCitaPreviaINEMH,0.0,0.0,2.0,14.0,4.0,0.0,0.0,14.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,8.0,0.0,0.0,50.0,3.78,1.0,2.0,0.0,1,1,0.0,Dificil
CertificadoEmpresaH,4.2105263157894735,0.0,0.0,14.736842105263158,3.1578947368421053,3.1578947368421053,3.1578947368421053,16.842105263157894,14.736842105263158,25.263157894736842,4.2105263157894735,3.1578947368421053,0.0,0.0,2.1052631578947367,0.0,0.0,0.0,145.26315789473685,2.1052631578947367,0.0,0.0,2.1052631578947367,15.833333333333334,5.8,0.6666666666666666,4.2105263157894735,0.0,4,6,0.0,Dificil
ParoEn2019H,2.4271844660194173,0.970873786407767,2.912621359223301,2.912621359223301,0.0,0.0,1.941747572815534,7.766990291262136,16.019417475728154,22.33009708737864,18.446601941747574,2.4271844660194173,0.0,0.4854368932038835,7.281553398058253,0.0,4.368932038834951,0.0,63.592233009708735,4.854368932038835,0.0,0.0,4.854368932038835,103.0,4.762135922330097,4.0,0.970873786407767,0.0,2,2,0.0,Dificil
CitaPreviaExtranjeriaHuellasH,2.5396825396825395,2.2222222222222223,0.31746031746031744,9.523809523809524,2.5396825396825395,0.0,4.126984126984127,12.063492063492063,17.77777777777778,26.03174603174603,6.984126984126984,4.126984126984127,0.0,0.31746031746031744,2.5396825396825395,0.0,0.9523809523809523,0.0,92.6984126984127,1.9047619047619047,1.9047619047619047,0.0,1.5873015873015872,31.5,6.396825396825397,1.0,2.857142857142857,0.0,9,10,0.0,Dificil
PedirCitaSEPEH,4.026845637583893,0.0,0.6711409395973155,5.369127516778524,2.0134228187919465,0.0,0.6711409395973155,5.369127516778524,15.436241610738255,29.530201342281877,5.369127516778524,2.684563758389262,0.0,0.0,9.395973154362416,0.0,0.0,0.0,104.02684563758389,1.342281879194631,0.6711409395973155,0.0,0.0,21.285714285714285,5.154362416107382,0.0,2.684563758389262,0.0,4,7,0.0,Dificil
DemandaEmpleoH,4.843304843304844,1.4245014245014245,0.8547008547008547,13.39031339031339,4.273504273504273,0.5698005698005698,1.7094017094017093,12.820512820512821,15.384615384615385,21.65242165242165,3.133903133903134,0.5698005698005698,0.0,0.2849002849002849,0.0,0.0,1.1396011396011396,0.0,84.04558404558405,0.0,0.5698005698005698,0.0,3.133903133903134,27.0,4.384615384615385,1.2307692307692308,3.133903133903134,0.0,11,13,0.0,Dificil
AyudasEmigrantesRetornadosH,4.102564102564102,2.051282051282051,0.0,8.205128205128204,1.2820512820512822,0.0,2.5641025641025643,16.153846153846153,17.17948717948718,23.58974358974359,3.076923076923077,1.5384615384615385,0.0,0.0,0.5128205128205128,0.0,0.5128205128205128,0.0,82.82051282051282,1.5384615384615385,2.051282051282051,0.0,2.3076923076923075,24.375,4.9051282051282055,1.0,4.102564102564102,0.0,16,16,0.0,Dificil
ConvenioColectivoH,5.128205128205129,0.0,0.0,14.52991452991453,5.128205128205129,0.0,2.5641025641025643,16.23931623931624,13.675213675213675,22.22222222222222,4.273504273504273,4.273504273504273,0.0,0.8547008547008547,0.0,0.0,0.0,0.0,140.17094017094018,0.8547008547008547,1.7094017094017093,0.0,0.8547008547008547,14.625,5.965811965811966,0.375,5.128205128205129,0.0,6,8,0.0,Dificil
CitaPreviaDGTH,6.225165562913907,1.9867549668874172,0.26490066225165565,14.437086092715232,5.430463576158941,0.26490066225165565,1.5894039735099337,13.37748344370861,14.966887417218542,22.3841059602649,1.9867549668874172,0.5298013245033113,0.0,0.13245033112582782,0.7947019867549668,0.0,0.6622516556291391,0.0,83.57615894039735,0.6622516556291391,0.9271523178807947,0.0,4.105960264900662,26.03448275862069,4.566887417218543,1.206896551724138,3.443708609271523,0.0,26,29,0.26490066225165565,Dificil
DocumentacionPedirParoH,5.626598465473146,1.0230179028132993,0.2557544757033248,12.531969309462916,4.092071611253197,0.2557544757033248,2.0460358056265986,10.997442455242966,17.135549872122763,25.831202046035806,3.3248081841432224,1.7902813299232736,0.0,0.2557544757033248,2.3017902813299234,0.0,0.0,0.0,91.56010230179028,0.7672634271099744,1.278772378516624,0.0,1.0230179028132993,32.583333333333336,5.406649616368286,0.8333333333333334,3.580562659846547,0.0,14,12,0.0,Dificil
ContratoEnPracticasH,7.006369426751593,1.910828025477707,0.6369426751592356,11.464968152866241,1.910828025477707,0.0,3.821656050955414,12.101910828025478,16.56050955414013,24.203821656050955,2.5477707006369426,0.6369426751592356,0.0,0.6369426751592356,1.2738853503184713,0.0,0.6369426751592356,0.0,84.07643312101911,0.6369426751592356,0.6369426751592356,0.0,1.910828025477707,17.444444444444443,5.076433121019108,0.4444444444444444,5.732484076433121,0.0,9,9,0.0,Dificil
CitaPreviaSeguridadSocialH,1.1363636363636365,5.681818181818182,1.1363636363636365,11.363636363636363,5.681818181818182,0.0,2.272727272727273,9.090909090909092,7.954545454545454,23.863636363636363,11.363636363636363,7.954545454545454,0.0,0.0,4.545454545454546,0.0,0.0,0.0,130.6818181818182,2.272727272727273,0.0,0.0,3.409090909090909,22.0,6.511363636363637,0.25,3.409090909090909,0.0,3,4,0.0,Dificil
BuscarConvenioColectivoH,2.262443438914027,2.7149321266968327,0.45248868778280543,1.3574660633484164,0.0,0.0,1.3574660633484164,9.502262443438914,19.004524886877828,28.054298642533936,9.95475113122172,4.072398190045249,0.0,0.0,1.8099547511312217,0.0,0.9049773755656109,0.0,176.01809954751133,0.45248868778280543,2.262443438914027,2.7149321266968327,3.167420814479638,36.833333333333336,5.570135746606335,0.0,0.45248868778280543,0.0,1,6,0.0,Dificil
CuentaBancariaH,4.619565217391305,0.8152173913043478,0.5434782608695652,14.402173913043478,4.619565217391305,0.5434782608695652,1.358695652173913,17.119565217391305,12.5,24.72826086956522,2.4456521739130435,0.8152173913043478,0.0,0.2717391304347826,0.2717391304347826,0.0,0.5434782608695652,0.0,89.1304347826087,0.8152173913043478,1.6304347826086956,0.0,1.9021739130434783,18.4,4.828804347826087,0.45,4.076086956521739,0.0,15,20,0.0,Dificil
PrestacionDesempleoH,8.664259927797834,1.8050541516245486,0.36101083032490977,15.16245487364621,4.512635379061372,0.36101083032490977,4.332129963898917,13.71841155234657,17.509025270758123,21.84115523465704,2.1660649819494586,1.263537906137184,0.0,0.36101083032490977,0.7220216606498195,0.0,0.18050541516245489,0.0,92.23826714801444,1.0830324909747293,0.7220216606498195,0.0,4.332129963898917,25.181818181818183,5.055956678700361,0.9545454545454546,3.9711191335740073,0.0,22,22,0.0,Dificil
AyudasParadosLargaDuracionH,7.024793388429752,4.132231404958677,0.8264462809917356,8.677685950413224,2.0661157024793386,0.0,3.71900826446281,9.710743801652892,17.355371900826448,24.58677685950413,3.925619834710744,1.2396694214876034,0.0,0.8264462809917356,1.2396694214876034,0.0,2.479338842975207,0.0,88.01652892561984,1.2396694214876034,1.4462809917355373,0.0,5.991735537190083,17.285714285714285,4.615702479338843,0.8214285714285714,5.578512396694215,0.0,27,28,0.0,Dificil
SeguridadSocialH,2.05761316872428,0.0,0.0,6.584362139917696,0.0,0.411522633744856,1.2345679012345678,18.930041152263374,15.637860082304528,16.46090534979424,11.522633744855968,9.876543209876543,0.0,0.0,2.4691358024691357,0.0,0.0,0.0,146.50205761316872,1.2345679012345678,0.823045267489712,0.0,2.880658436213992,27.0,6.757201646090535,1.5555555555555556,2.880658436213992,0.0,7,9,0.0,Dificil
