Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,imperative_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios_mente,Por_Adverbios,Por_Simbolos,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_muy_frecuentes_sub,Por_frecuentes_sub,Por_poco_frecuentes_sub,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas/frases,%comas,%puntos,punto_y_coma,date,%date_mal,doble_negacion,partitivos o porcentajes,presente_indicativo,subjuntivo,condicional,nverbseguidos,%puntuacion,%etc,%mayus_no_sigla,%sin_palabras,%ordinales,%romanos,%general,%especifico,%dos_puntos,#words,#frases,Tipo
CobrarParoReduceJornadaH,1.1764705882352942,0.0,6.470588235294118,12.352941176470589,1.7647058823529411,0.0,2.3529411764705883,0.0,12.941176470588236,15.294117647058824,21.764705882352942,0.0,4.117647058823529,0.0,0.0,2.3529411764705883,0.0,0.0,0.5882352941176471,0.0,83.52941176470588,2.3529411764705883,0.5882352941176471,69.41176470588235,1.1764705882352942,5.294117647058823,0.0,1.1764705882352942,35.2,0.0,2.0,5.882352941176471,2.3529411764705883,0.0,0.0,0.0,0.0,0.5882352941176471,2.3529411764705883,2.9411764705882355,0.5882352941176471,5.882352941176471,11.176470588235293,0.0,0.5882352941176471,2.912621359223301,0.0,0.0,0.970873786407767,99.02912621359224,0.0,176,5,Dificil
ParoPrimeraVezH,4.53781512605042,0.0,0.6722689075630253,9.915966386554622,0.8403361344537815,0.25210084033613445,3.277310924369748,0.0,12.184873949579831,17.478991596638654,27.394957983193276,0.0,6.302521008403361,0.0,0.5042016806722689,2.100840336134454,0.9243697478991597,0.0,0.08403361344537816,0.0,76.63865546218487,4.873949579831932,0.6722689075630253,66.30252100840336,1.0924369747899159,6.218487394957983,0.0,2.9411764705882355,34.0,0.0,0.972972972972973,3.0252100840336134,3.1092436974789917,0.0,0.0,0.0,0.33613445378151263,0.0,3.361344537815126,1.680672268907563,0.0,5.546218487394958,13.697478991596638,0.0,0.16806722689075632,15.902964959568733,0.0,0.0,2.1563342318059298,97.84366576819407,2.857142857142857,1258,37,Dificil
CobrarParoEmpezarTrabajarH,1.76,0.0,0.8,13.92,3.04,0.8,1.44,0.16,12.64,14.56,23.04,0.0,4.8,0.0,0.0,1.12,0.48,0.0,0.48,0.16,80.0,5.76,0.48,68.32,0.8,6.88,0.0,4.0,45.714285714285715,0.0,2.142857142857143,4.8,2.24,0.0,0.32,0.0,0.16,0.0,5.44,1.12,0.0,5.76,10.72,0.0,0.16,6.986899563318778,0.0,0.0,2.6200873362445414,97.37991266375546,0.64,640,14,Dificil
CoordinacionServiciosAutonomosEmpleoH,0.9501187648456056,0.2375296912114014,1.187648456057007,4.275534441805226,1.9002375296912113,0.0,1.187648456057007,0.0,13.776722090261282,16.389548693586697,32.066508313539195,0.0,11.163895486935868,0.0,0.2375296912114014,0.4750593824228028,3.0878859857482186,0.0,0.0,0.0,70.30878859857482,4.98812351543943,0.4750593824228028,62.47030878859857,1.4251781472684086,4.038004750593824,0.0,1.66270783847981,36.166666666666664,0.0,1.1666666666666667,3.32541567695962,2.8503562945368173,0.0,0.0,0.0,0.0,0.0,0.7125890736342043,0.4750593824228028,0.0,0.4750593824228028,18.28978622327791,0.0,0.7125890736342043,4.419889502762431,0.0,0.0,1.6574585635359116,98.34254143646409,0.2375296912114014,434,12,Dificil
ExpedienteINEMH,1.4598540145985401,0.0,0.7299270072992701,11.678832116788321,4.37956204379562,0.0,2.9197080291970803,0.0,10.94890510948905,18.248175182481752,32.846715328467155,0.0,7.299270072992701,0.0,0.0,1.4598540145985401,0.7299270072992701,0.0,0.0,0.0,80.2919708029197,2.9197080291970803,0.7299270072992701,70.07299270072993,0.0,2.9197080291970803,0.0,5.109489051094891,23.0,0.0,1.3333333333333333,5.839416058394161,4.37956204379562,0.0,0.0,0.0,0.0,0.0,2.18978102189781,1.4598540145985401,0.0,7.299270072992701,13.138686131386862,0.0,0.7299270072992701,2.5641025641025643,0.0,0.0,1.2820512820512822,98.71794871794872,0.0,138,6,Dificil
AutocalculoPrestacionesParoH,0.0,0.0,1.3761467889908257,13.761467889908257,2.7522935779816513,0.0,0.9174311926605505,0.9174311926605505,15.137614678899082,14.220183486238533,25.229357798165136,0.0,6.422018348623853,0.0,0.0,2.293577981651376,1.834862385321101,0.0,0.0,0.0,79.81651376146789,5.045871559633028,1.834862385321101,69.72477064220183,0.9174311926605505,6.8807339449541285,0.0,4.587155963302752,28.0,0.0,1.25,4.587155963302752,3.2110091743119265,0.0,0.0,0.0,0.9174311926605505,0.0,7.798165137614679,0.45871559633027525,0.45871559633027525,5.504587155963303,10.091743119266056,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.45871559633027525,224,8,Dificil
QuienesObligadosDeclaracionRentaH,3.0428769017980635,0.0,0.0,10.096818810511756,2.2130013831258646,0.0,3.18118948824343,0.13831258644536654,11.894882434301522,18.118948824343015,23.789764868603044,0.0,9.54356846473029,0.0,0.5532503457814661,2.7662517289073305,0.8298755186721992,0.0,0.6915629322268326,0.13831258644536654,76.21023513139696,7.468879668049793,0.9681881051175657,64.0387275242047,3.59612724757953,8.022130013831259,0.0,3.319502074688797,35.9,0.0,1.5,4.149377593360996,2.627939142461964,0.0,0.13831258644536654,0.0,0.2766251728907331,0.4149377593360996,1.1065006915629323,3.0428769017980635,0.0,2.4896265560165975,11.479944674965422,0.0,0.0,5.839416058394161,0.0,0.0,0.7299270072992701,99.27007299270073,0.4149377593360996,718,20,Dificil
TelefonoInformacionSEPEH,0.56657223796034,0.0,0.56657223796034,2.8328611898016995,1.4164305949008498,0.0,0.28328611898017,0.0,4.81586402266289,24.64589235127479,23.796033994334277,0.0,5.949008498583569,0.0,0.0,0.0,0.8498583569405099,0.0,6.232294617563739,0.0,67.70538243626062,1.4164305949008498,0.8498583569405099,53.54107648725213,0.28328611898017,9.91501416430595,0.0,7.36543909348442,21.176470588235293,0.0,0.17647058823529413,0.8498583569405099,4.53257790368272,0.0,7.36543909348442,0.0,0.0,0.0,1.13314447592068,0.0,0.0,0.0,13.597733711048159,0.0,0.8498583569405099,2.7522935779816513,0.0,6.232294617563739,6.422018348623853,93.57798165137615,2.26628895184136,360,17,Dificil
DeclaracionDeLaRentaH,0.0,0.0,3.4965034965034967,8.391608391608392,3.4965034965034967,0.0,1.3986013986013985,0.0,9.090909090909092,15.384615384615385,39.16083916083916,0.0,9.79020979020979,0.0,0.0,0.6993006993006993,3.4965034965034967,0.0,1.3986013986013985,0.0,72.72727272727273,6.993006993006993,3.4965034965034967,62.23776223776224,2.797202797202797,6.293706293706293,0.0,2.097902097902098,31.4,0.0,0.2,0.6993006993006993,0.6993006993006993,0.0,0.6993006993006993,0.0,0.0,0.0,0.6993006993006993,2.797202797202797,0.0,1.3986013986013985,9.090909090909092,0.0,2.097902097902098,0.0,0.0,0.0,1.0,99.0,0.6993006993006993,157,5,Dificil
CitaPreviaHaciendaH,3.6075036075036073,0.4329004329004329,1.1544011544011543,15.728715728715729,5.05050505050505,0.4329004329004329,2.0202020202020203,0.5772005772005772,14.862914862914863,17.46031746031746,22.366522366522368,0.0,5.916305916305916,0.0,0.4329004329004329,1.875901875901876,0.2886002886002886,0.0,0.1443001443001443,0.1443001443001443,78.21067821067821,5.339105339105339,0.7215007215007215,70.12987012987013,0.5772005772005772,4.473304473304474,2.886002886002886,2.1645021645021645,22.433333333333334,0.0,0.9,3.896103896103896,4.329004329004329,0.0,0.0,0.0,0.1443001443001443,0.0,2.886002886002886,3.1746031746031744,0.0,5.194805194805195,14.285714285714286,0.0,0.0,9.056603773584905,0.0,0.0,1.1320754716981132,98.86792452830188,0.1443001443001443,673,30,Dificil
BecasParoH,1.2106537530266344,0.0,0.9685230024213075,13.559322033898304,2.179176755447942,0.9685230024213075,3.87409200968523,0.0,12.34866828087167,14.043583535108958,24.455205811138015,0.0,8.474576271186441,0.0,0.48426150121065376,3.1476997578692494,0.0,0.0,0.0,0.24213075060532688,76.02905569007264,8.716707021791768,0.48426150121065376,64.64891041162228,0.9685230024213075,7.506053268765133,0.0,1.694915254237288,42.2,0.0,1.9,4.600484261501211,2.4213075060532687,0.0,0.0,0.0,0.48426150121065376,0.0,2.4213075060532687,3.6319612590799033,0.0,3.87409200968523,12.106537530266344,0.0,0.48426150121065376,4.838709677419355,0.0,0.0,0.5376344086021505,99.46236559139786,0.7263922518159807,422,10,Dificil
SolicitarCertificadoIRPFH,2.6402640264026402,0.22002200220022003,2.6402640264026402,13.751375137513751,4.51045104510451,0.11001100110011001,1.4301430143014302,0.44004400440044006,14.521452145214521,14.631463146314632,22.22222222222222,0.0,7.920792079207921,0.0,0.6600660066006601,2.2002200220022003,0.77007700770077,0.0,0.77007700770077,0.0,72.93729372937294,7.81078107810781,0.5500550055005501,67.32673267326733,1.9801980198019802,3.6303630363036303,3.74037403740374,1.7601760176017602,26.606060606060606,0.0,0.8181818181818182,2.9702970297029703,3.6303630363036303,0.0,0.0,0.0,0.11001100110011001,0.0,3.9603960396039604,1.9801980198019802,0.0,3.9603960396039604,15.951595159515952,0.0,0.0,8.896797153024911,0.0,0.0,2.1352313167259784,97.86476868327402,0.11001100110011001,878,33,Dificil
RentaAgrariaH,2.684563758389262,0.0,2.0134228187919465,12.975391498881432,4.697986577181208,0.22371364653243847,3.3557046979865772,0.0,14.5413870246085,17.225950782997764,23.48993288590604,0.0,6.040268456375839,0.0,0.44742729306487694,2.237136465324385,0.8948545861297539,0.0,2.0134228187919465,0.0,79.19463087248322,5.145413870246085,0.44742729306487694,69.35123042505593,1.7897091722595078,5.8165548098434,0.0,3.131991051454139,21.863636363636363,0.0,0.7272727272727273,3.5794183445190155,4.921700223713646,0.0,0.0,0.0,0.22371364653243847,0.0,1.7897091722595078,1.5659955257270695,0.0,7.158836689038031,9.619686800894854,0.0,1.1185682326621924,7.826086956521739,0.0,0.0,0.8695652173913043,99.1304347826087,0.22371364653243847,481,22,Dificil
AdministraciónPúblicaElectrónicaH,2.3032629558541267,0.19193857965451055,1.5355086372360844,7.485604606525912,1.5355086372360844,0.5758157389635317,2.111324376199616,0.0,15.930902111324377,16.122840690978887,25.911708253358924,0.0,9.78886756238004,0.0,0.3838771593090211,2.111324376199616,1.3435700575815739,0.0,0.19193857965451055,0.0,72.55278310940498,3.2629558541266794,0.9596928982725528,63.91554702495201,1.3435700575815739,2.111324376199616,0.0,1.9193857965451055,36.2,0.0,1.5333333333333334,4.414587332053743,2.6871401151631478,0.19193857965451055,0.9596928982725528,0.0,0.0,0.0,2.6871401151631478,0.3838771593090211,0.0,3.071017274472169,16.89059500959693,0.19193857965451055,0.5758157389635317,6.639004149377594,0.0,0.19193857965451055,1.2448132780082988,98.7551867219917,0.19193857965451055,543,15,Dificil
CitaPreviaRenovarDNIPasaporteH,0.3831417624521073,0.0,4.21455938697318,14.17624521072797,5.747126436781609,1.1494252873563218,0.3831417624521073,0.0,12.64367816091954,14.559386973180077,24.904214559386972,0.0,3.4482758620689653,0.0,0.3831417624521073,1.1494252873563218,0.0,0.0,1.1494252873563218,0.3831417624521073,67.816091954023,8.42911877394636,1.5325670498084292,65.51724137931035,0.3831417624521073,4.597701149425287,0.0,1.1494252873563218,15.866666666666667,0.0,0.4666666666666667,2.681992337164751,5.363984674329502,0.0,0.0,0.0,0.0,0.0,4.980842911877395,0.3831417624521073,0.0,6.896551724137931,18.007662835249043,0.0,0.0,1.5873015873015872,0.0,0.0,0.7936507936507936,99.2063492063492,0.0,238,15,Dificil
TelefonosHaciendaAgenciaTributariaH,0.29411764705882354,0.0,0.8823529411764706,3.823529411764706,0.0,0.0,0.5882352941176471,0.0,7.647058823529412,17.941176470588236,17.647058823529413,0.0,3.823529411764706,0.0,0.0,1.1764705882352942,4.705882352941177,0.0,14.117647058823529,0.0,58.529411764705884,2.0588235294117645,0.0,46.1764705882353,0.0,5.0,0.0,5.588235294117647,19.77777777777778,0.0,0.4444444444444444,2.3529411764705883,5.0,0.0,5.0,0.0,0.0,0.0,2.6470588235294117,0.5882352941176471,0.0,0.5882352941176471,20.294117647058822,0.0,0.29411764705882354,1.492537313432836,0.0,0.0,1.492537313432836,98.50746268656717,3.823529411764706,356,18,Dificil
CitaPreviaAgenciaTributariaH,3.6075036075036073,0.4329004329004329,1.1544011544011543,15.728715728715729,5.05050505050505,0.4329004329004329,2.0202020202020203,0.5772005772005772,14.862914862914863,17.46031746031746,22.366522366522368,0.0,5.916305916305916,0.0,0.4329004329004329,1.875901875901876,0.2886002886002886,0.0,0.1443001443001443,0.1443001443001443,78.21067821067821,5.339105339105339,0.7215007215007215,70.12987012987013,0.5772005772005772,4.473304473304474,2.886002886002886,2.1645021645021645,22.433333333333334,0.0,0.9,3.896103896103896,4.329004329004329,0.0,0.0,0.0,0.1443001443001443,0.0,2.886002886002886,3.1746031746031744,0.0,5.194805194805195,14.285714285714286,0.0,0.0,9.056603773584905,0.0,0.0,1.1320754716981132,98.86792452830188,0.1443001443001443,673,30,Dificil
AyudaPorHijoCargoD,4.16471689284043,0.04679457182966776,0.37435657463734207,9.358914365933552,0.7019185774450164,0.2339728591483388,2.7608797379503978,0.0,12.166588675713617,16.846045858680395,23.39728591483388,0.0,6.410856340664483,0.0,0.42115114646700985,1.8249883013570425,1.3102480112306973,0.0,0.42115114646700985,0.09358914365933552,73.2802994852597,6.551240056153486,1.3102480112306973,62.7047262517548,1.7781937295273749,8.14225549836219,0.28076743097800655,2.8544688816097334,41.22,0.0,2.6,6.083294337856809,2.2929340196537202,0.0,0.14038371548900327,0.0,0.2339728591483388,0.28076743097800655,1.9653720168460458,2.339728591483388,0.04679457182966776,1.9653720168460458,16.05053813757604,0.0,0.04679457182966776,13.457943925233645,0.0,0.0,2.4299065420560746,97.57009345794393,0.37435657463734207,2061,50,Dificil
CitaPreviaSanitariaH,0.0,0.0,2.3391812865497075,11.695906432748538,4.093567251461988,0.0,0.5847953216374269,0.0,14.035087719298245,14.619883040935672,26.31578947368421,0.0,4.678362573099415,0.0,0.0,0.5847953216374269,1.1695906432748537,0.0,0.5847953216374269,0.0,74.85380116959064,4.678362573099415,1.1695906432748537,72.51461988304094,0.5847953216374269,2.9239766081871346,0.0,0.5847953216374269,19.875,0.0,0.625,2.9239766081871346,4.678362573099415,0.0,0.0,0.0,0.0,0.0,4.678362573099415,1.1695906432748537,0.0,4.678362573099415,17.54385964912281,0.0,0.0,0.0,0.0,0.0,1.075268817204301,98.9247311827957,0.5847953216374269,159,8,Dificil
CuandoObligatoriaDeclaracionRentaH,3.0386740331491713,0.0,0.0,9.94475138121547,2.2099447513812156,0.0,3.1767955801104972,0.13812154696132597,11.878453038674033,18.093922651933703,23.895027624309392,0.0,9.530386740331492,0.0,0.5524861878453039,2.7624309392265194,0.8287292817679558,0.0,0.6906077348066298,0.13812154696132597,76.10497237569061,7.458563535911602,0.9668508287292817,63.950276243093924,3.591160220994475,8.011049723756907,0.0,3.314917127071823,35.9,0.0,1.5,4.143646408839779,2.6243093922651934,0.0,0.13812154696132597,0.0,0.27624309392265195,0.4143646408839779,0.9668508287292817,3.0386740331491713,0.0,2.4861878453038675,11.602209944751381,0.0,0.0,5.839416058394161,0.0,0.0,0.7299270072992701,99.27007299270073,0.4143646408839779,718,20,Dificil
CitaPreviaINEMTelefonoH,0.0,0.0,18.055555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.462962962962962,0.0,0.46296296296296297,0.0,0.0,0.0,0.0,0.0,73.61111111111111,0.0,17.59259259259259,4.166666666666667,1.8518518518518519,8.333333333333334,5.092592592592593,6.944444444444445,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46296296296296297,0.0,12.037037037037036,0.0,0.0,0.0,2.2058823529411766,97.79411764705883,0.46296296296296297,225,1,Dificil
AnularCitaPreviaINEMH,0.0,0.0,6.0,14.0,4.0,0.0,0.0,0.0,14.0,12.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,74.0,4.0,6.0,76.0,0.0,6.0,0.0,0.0,47.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,47,1,Dificil
CertificadoEmpresaH,1.9607843137254901,0.0,0.6535947712418301,13.72549019607843,3.9215686274509802,1.9607843137254901,3.9215686274509802,0.0,15.686274509803921,16.33986928104575,26.143790849673202,0.0,9.803921568627452,0.0,0.6535947712418301,0.6535947712418301,3.2679738562091503,0.0,0.0,0.0,74.50980392156863,8.49673202614379,0.0,63.39869281045752,1.9607843137254901,6.5359477124183005,0.0,3.2679738562091503,27.833333333333332,0.0,1.1666666666666667,4.57516339869281,3.2679738562091503,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,1.3071895424836601,0.0,2.6143790849673203,10.457516339869281,0.0,2.6143790849673203,5.2631578947368425,0.0,0.0,0.0,100.0,0.0,167,6,Dificil
ParoEn2019H,0.970873786407767,0.0,5.339805825242719,2.912621359223301,0.0,0.0,1.941747572815534,0.0,7.766990291262136,16.019417475728154,27.184466019417474,0.0,3.3980582524271843,0.0,0.4854368932038835,1.4563106796116505,7.281553398058253,0.0,4.368932038834951,0.0,58.737864077669904,5.825242718446602,0.0,45.63106796116505,0.4854368932038835,7.766990291262136,0.0,4.854368932038835,108.5,0.0,4.0,3.883495145631068,0.970873786407767,0.0,1.4563106796116505,0.0,0.0,1.4563106796116505,0.4854368932038835,0.0,0.0,0.0,16.50485436893204,0.0,1.4563106796116505,1.7857142857142858,0.0,0.0,0.0,100.0,0.4854368932038835,217,2,Dificil
CitaPreviaExtranjeriaHuellasH,0.9523809523809523,0.0,6.349206349206349,9.841269841269842,2.5396825396825395,0.0,4.126984126984127,0.0,12.063492063492063,17.77777777777778,30.793650793650794,0.0,11.428571428571429,0.0,0.31746031746031744,0.9523809523809523,2.5396825396825395,0.0,0.9523809523809523,0.0,71.42857142857143,6.031746031746032,0.6349206349206349,67.3015873015873,0.0,4.761904761904762,0.0,1.5873015873015872,36.1,0.0,1.0,3.1746031746031744,2.857142857142857,0.0,0.31746031746031744,0.0,0.0,0.0,2.5396825396825395,0.31746031746031744,0.0,6.349206349206349,13.968253968253968,0.0,5.079365079365079,3.6363636363636362,0.0,0.0,0.6060606060606061,99.39393939393939,3.8095238095238093,361,10,Dificil
PedirCitaSEPEH,0.9090909090909091,0.0,5.909090909090909,4.545454545454546,1.8181818181818181,0.0,0.45454545454545453,0.0,5.909090909090909,14.545454545454545,33.18181818181818,0.0,9.545454545454545,0.0,0.0,0.9090909090909091,8.181818181818182,0.0,0.45454545454545453,0.0,59.09090909090909,6.363636363636363,0.45454545454545453,55.90909090909091,0.9090909090909091,2.727272727272727,0.0,0.9090909090909091,28.0,0.0,0.2857142857142857,0.9090909090909091,2.727272727272727,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.45454545454545453,0.0,0.9090909090909091,29.545454545454547,0.0,1.3636363636363635,3.508771929824561,0.0,0.0,0.8771929824561403,99.12280701754386,2.727272727272727,196,7,Dificil
