Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas,puntos,punto_y_coma,N_sentencesTipo
CitaPreviaAgenciaTributariaH,6.349206349206349,1.875901875901876,1.1544011544011543,15.728715728715729,5.05050505050505,0.4329004329004329,2.0202020202020203,14.862914862914863,17.46031746031746,22.366522366522368,0.2886002886002886,1.875901875901876,0.0,0.4329004329004329,0.2886002886002886,0.4329004329004329,0.0,0.1443001443001443,0.0,83.83838383838383,0.4329004329004329,0.8658008658008658,2.886002886002886,2.1645021645021645,22.433333333333334,4.458874458874459,0.9,1.0,0.0,30,Dificil
