Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas,puntos,punto_y_coma,N_sentencesTipo
OficinasSEPE,3.3045977011494254,1.293103448275862,1.867816091954023,15.229885057471265,5.603448275862069,0.5747126436781609,1.293103448275862,14.511494252873563,16.522988505747126,23.419540229885058,2.586206896551724,1.293103448275862,0.0,0.14367816091954022,0.7183908045977011,0.28735632183908044,0.0,2.442528735632184,0.0,116.52298850574712,0.43103448275862066,3.3045977011494254,0.0,4.885057471264368,33.3,4.686781609195402,1.0666666666666667,0.9333333333333333,0.0,30,Facil
