Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas,puntos,punto_y_coma,N_sentencesTipo
SalariosSocialesH,3.2719836400817996,2.8629856850715747,2.044989775051125,9.202453987730062,2.8629856850715747,0.20449897750511248,2.2494887525562373,12.678936605316974,17.995910020449898,26.789366053169733,1.0224948875255624,1.4314928425357873,0.0,0.40899795501022496,3.067484662576687,0.0,0.0,0.40899795501022496,0.0,86.70756646216769,1.8404907975460123,1.2269938650306749,0.0,2.8629856850715747,27.61111111111111,4.924335378323108,0.9444444444444444,1.0,0.0,18,Dificil
