Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
DNIElectronicoH,41.66,25.6,2.346041055718475,0.2932551319648094,1.466275659824047,9.970674486803519,2.346041055718475,0.8797653958944281,1.7595307917888563,15.542521994134898,17.008797653958943,26.392961876832846,2.932551319648094,1.1730205278592376,0.0,1.1730205278592376,3.225806451612903,0.2932551319648094,0.0,0.8797653958944281,0.0,84.75073313782991,1.1730205278592376,1.1730205278592376,0.0,2.0527859237536656,Dificil
