Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
PedirCitaSEPE,61.43,27.3,4.199772985244041,0.5675368898978433,3.2917139614074915,8.626560726447218,3.064699205448354,0.340522133938706,1.1350737797956867,7.832009080590239,12.372304199772985,29.511918274687854,21.225879682179343,0.22701475595913734,0.0,0.11350737797956867,2.724177071509648,0.5675368898978433,0.0,18.728717366628832,0.0,68.78547105561861,0.5675368898978433,1.5891032917139614,0.0,2.0431328036322363,Facil
