Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
CursosINEMH,45.58,28.6,5.745062836624776,0.718132854578097,0.5385996409335727,13.464991023339318,4.488330341113106,0.718132854578097,3.770197486535009,13.285457809694794,18.671454219030522,25.493716337522443,5.565529622980251,1.2567324955116697,0.0,0.8976660682226212,0.17953321364452424,0.3590664272890485,0.0,1.436265709156194,0.0,82.76481149012567,0.3590664272890485,0.17953321364452424,0.0,1.2567324955116697,Dificil
