Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
AyudasAlquilerViviendaFacil,49.04,23.7,4.626951995373048,2.0821283979178715,1.214574898785425,8.328513591671486,1.6194331983805668,0.1156737998843262,0.9832272990167727,12.434933487565067,19.60670908039329,31.231925968768074,3.1231925968768075,0.578368999421631,0.0,0.0578368999421631,2.5448235974551765,1.214574898785425,0.0,1.214574898785425,0.0,87.27588201272413,0.4048582995951417,0.4048582995951417,0.0,1.6194331983805668,Facil
