Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
SalariosSociales,60.14,12.5,4.216216216216216,0.972972972972973,0.6486486486486487,10.594594594594595,2.3783783783783785,0.10810810810810811,1.4054054054054055,12.864864864864865,13.297297297297296,29.72972972972973,3.5675675675675675,0.10810810810810811,0.0,0.10810810810810811,1.4054054054054055,0.10810810810810811,0.0,0.43243243243243246,0.0,84.54054054054055,0.32432432432432434,0.21621621621621623,0.0,0.43243243243243246,Facil
