Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas,puntos,punto_y_coma,N_sentences,Tipo
SubsidioMayores45H,1.7208413001912046,1.147227533460803,0.19120458891013384,12.237093690248566,3.0592734225621414,0.19120458891013384,3.2504780114722753,17.208413001912046,17.97323135755258,23.709369024856596,1.147227533460803,0.9560229445506692,0.0,0.19120458891013384,0.7648183556405354,0.19120458891013384,0.0,0.7648183556405354,0.0,92.35181644359464,0.5736137667304015,1.147227533460803,0.0,2.8680688336520075,23.125,4.850860420650096,1.0833333333333333,0.875,0.0,24,Dificil
