Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
DerechoVacaciones,50.43,16.6,5.534034311012729,0.8854454897620365,0.6087437742114001,0,0,0,0,0,0,29.883785279468732,0.22136137244050913,0.0,0.27670171555063644,0.16602102933038185,0.0,0.05534034311012728,1.3835085777531821,0.0,88.54454897620366,0.8301051466519093,0.11068068622025456,0.0,3.2097399003873823,Facil
