Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
DNIElectronico,46.52,19.6,2.73972602739726,0.684931506849315,5.136986301369863,0,0,0,0,0,0,33.39041095890411,1.5410958904109588,0.0,0.3424657534246575,0.3424657534246575,0.3424657534246575,0.0,0.5136986301369864,0.0,87.67123287671232,0.0,0.8561643835616438,0.0,1.5410958904109588,Facil
