Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
ContratoIndefinidoApoyoEmprendedoresFacil,46.13,21.1,5.0,1.6326530612244898,0.40816326530612246,0,0,0,0,0,0,27.551020408163264,0.7142857142857143,0.0,0.30612244897959184,1.2244897959183674,0.0,0.0,1.530612244897959,0.0,88.57142857142857,0.0,0.10204081632653061,0.0,3.36734693877551,Facil
