Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
NuevaAyudaDesempleados,44.84,20.3,4.361370716510903,0.778816199376947,2.803738317757009,0,0,0,0,0,0,34.890965732087224,2.336448598130841,0.0,0.6230529595015576,3.7383177570093458,0.778816199376947,0.0,3.2710280373831777,0.0,83.64485981308411,1.0903426791277258,0.3115264797507788,0.0,1.8691588785046729,Facil
