Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
AyudasVictimasViolenciaGeneroFacilH,50.01,20.4,5.111111111111111,3.111111111111111,0.6666666666666666,0,0,0,0,0,0,23.11111111111111,0.4444444444444444,0.0,0.0,0.4444444444444444,1.3333333333333333,0.0,0.6666666666666666,0.0,89.33333333333333,0.0,1.3333333333333333,0.0,1.7777777777777777,Dificil
