Title,Mu,Flesch,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Tipo
CitaPreviaINEMTelefono,67.46,15.1,2.699055330634278,0.5398110661268556,4.183535762483131,0,0,0,0,0,0,45.07422402159244,0.1349527665317139,0.0,0.0,2.0242914979757085,6.207827260458839,0.1349527665317139,21.592442645074225,0.0,69.23076923076923,0.4048582995951417,1.349527665317139,0.0,1.8893387314439947,Facil
