Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas,puntos,punto_y_coma,N_sentences,Tipo
ClasesDeConveniosColectivos,4.296875,2.34375,0.0,16.40625,3.515625,1.171875,2.734375,12.890625,14.453125,17.578125,4.296875,4.296875,0.0,0.78125,1.5625,0.0,0.0,0.390625,0.0,99.21875,1.5625,0.0,0.0,3.515625,21.333333333333332,5.29296875,1.0833333333333333,0.9166666666666666,0.0,12,Facil
