Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Tipo
SellarParoPorInternet,1.7881705639614855,1.2379642365887207,1.5130674002751032,6.052269601100413,0.0,0.0,0.0,14.030261348005501,12.792297111416781,18.56946354883081,30.674002751031637,1.1004126547455295,0.0,0.5502063273727648,1.9257221458046767,0.4126547455295736,0.0,0.5502063273727648,0.0,84.4566712517194,0.4126547455295736,0.5502063273727648,0.0,2.200825309491059,25.06896551724138,4.401650618982118,Facil
