Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Tipo
SalariosSocialesH,3.2193158953722336,2.816901408450704,2.2132796780684103,3.6217303822937628,0.0,0.0,0.0,12.273641851106639,17.303822937625753,18.51106639839034,29.37625754527163,1.408450704225352,0.0,0.4024144869215292,3.0181086519114686,0.0,0.0,0.4024144869215292,0.0,86.11670020120724,1.2072434607645874,1.0060362173038229,0.0,2.816901408450704,27.61111111111111,4.845070422535211,Dificil
